,description,title,personalData
247,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '7079.5566', 'year': '2010', 'ager': '3', 'direl': '3', 'ethnic1R': '3', 'gender': '1', 'hincome': '4', 'hispanic': '2', 'injury': '0', 'locationr': '5', 'marital2': '1', 'msa': '2', 'newcrime': '1', 'newoff': '3', 'notify': '2', 'popsize': '1', 'race1R': '3', 'region': '4', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '2', 'weapcat': '1', 'weapon': '1'}"
248,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3206.6582', 'year': '2010', 'ager': '5', 'direl': '4', 'ethnic1R': '1', 'gender': '2', 'hincome': '88', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '2', 'msa': '3', 'newcrime': '1', 'newoff': '3', 'notify': '1', 'popsize': '0', 'race1R': '1', 'region': '3', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '2', 'weapcat': '1', 'weapon': '1'}"
249,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '1246.3224', 'year': '2010', 'ager': '5', 'direl': '1', 'ethnic1R': '1', 'gender': '2', 'hincome': '88', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '5', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '1', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '1', 'weapcat': '0', 'weapon': '2'}"
250,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '1246.3224', 'year': '2010', 'ager': '5', 'direl': '3', 'ethnic1R': '1', 'gender': '2', 'hincome': '88', 'hispanic': '2', 'injury': '0', 'locationr': '5', 'marital2': '5', 'msa': '2', 'newcrime': '1', 'newoff': '1', 'notify': '2', 'popsize': '1', 'race1R': '1', 'region': '3', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '1', 'weapcat': '0', 'weapon': '2'}"
251,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '1649.7635', 'year': '2010', 'ager': '5', 'direl': '1', 'ethnic1R': '1', 'gender': '1', 'hincome': '88', 'hispanic': '2', 'injury': '1', 'locationr': '1', 'marital2': '4', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '1', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
252,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3289.756', 'year': '2010', 'ager': '6', 'direl': '3', 'ethnic1R': '1', 'gender': '1', 'hincome': '5', 'hispanic': '2', 'injury': '0', 'locationr': '5', 'marital2': '2', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '0', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
253,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '1763.6078', 'year': '2010', 'ager': '6', 'direl': '5', 'ethnic1R': '4', 'gender': '2', 'hincome': '5', 'hispanic': '1', 'injury': '1', 'locationr': '2', 'marital2': '2', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '1', 'seriousviolent': '2', 'treatment': '1', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
254,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '1594.1775', 'year': '2010', 'ager': '5', 'direl': '3', 'ethnic1R': '1', 'gender': '2', 'hincome': '4', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '2', 'msa': '1', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '1', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
255,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '1399.6348', 'year': '2010', 'ager': '6', 'direl': '5', 'ethnic1R': '1', 'gender': '2', 'hincome': '7', 'hispanic': '2', 'injury': '0', 'locationr': '5', 'marital2': '3', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '0', 'race1R': '1', 'region': '1', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
256,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '1467.4154', 'year': '2010', 'ager': '7', 'direl': '4', 'ethnic1R': '1', 'gender': '1', 'hincome': '6', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '4', 'msa': '1', 'newcrime': '1', 'newoff': '2', 'notify': '2', 'popsize': '1', 'race1R': '1', 'region': '3', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '2', 'weapcat': '1', 'weapon': '1'}"
257,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '5653.169', 'year': '2010', 'ager': '4', 'direl': '4', 'ethnic1R': '1', 'gender': '1', 'hincome': '5', 'hispanic': '2', 'injury': '1', 'locationr': '3', 'marital2': '1', 'msa': '1', 'newcrime': '1', 'newoff': '3', 'notify': '1', 'popsize': '5', 'race1R': '1', 'region': '3', 'seriousviolent': '1', 'treatment': '2', 'vicservices': '2', 'weapcat': '3', 'weapon': '1'}"
258,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '38359.43', 'year': '2010', 'ager': '5', 'direl': '3', 'ethnic1R': '1', 'gender': '1', 'hincome': '6', 'hispanic': '2', 'injury': '0', 'locationr': '5', 'marital2': '2', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
259,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3546.8542', 'year': '2010', 'ager': '5', 'direl': '5', 'ethnic1R': '1', 'gender': '2', 'hincome': '5', 'hispanic': '2', 'injury': '1', 'locationr': '3', 'marital2': '4', 'msa': '3', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '3', 'seriousviolent': '2', 'treatment': '1', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
260,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3868.2632', 'year': '2010', 'ager': '6', 'direl': '4', 'ethnic1R': '1', 'gender': '1', 'hincome': '6', 'hispanic': '2', 'injury': '0', 'locationr': '2', 'marital2': '2', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '0', 'race1R': '1', 'region': '1', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
261,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3246.3843', 'year': '2010', 'ager': '1', 'direl': '3', 'ethnic1R': '1', 'gender': '1', 'hincome': '5', 'hispanic': '2', 'injury': '1', 'locationr': '5', 'marital2': '1', 'msa': '2', 'newcrime': '1', 'newoff': '3', 'notify': '2', 'popsize': '1', 'race1R': '1', 'region': '4', 'seriousviolent': '1', 'treatment': '2', 'vicservices': '2', 'weapcat': '3', 'weapon': '1'}"
262,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2088.8372', 'year': '2010', 'ager': '3', 'direl': '4', 'ethnic1R': '1', 'gender': '2', 'hincome': '1', 'hispanic': '2', 'injury': '1', 'locationr': '3', 'marital2': '1', 'msa': '2', 'newcrime': '1', 'newoff': '2', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '1', 'seriousviolent': '1', 'treatment': '1', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
263,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3276.8635', 'year': '2010', 'ager': '6', 'direl': '4', 'ethnic1R': '1', 'gender': '2', 'hincome': '2', 'hispanic': '2', 'injury': '1', 'locationr': '3', 'marital2': '4', 'msa': '3', 'newcrime': '1', 'newoff': '3', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '2', 'seriousviolent': '1', 'treatment': '2', 'vicservices': '2', 'weapcat': '3', 'weapon': '1'}"
264,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3742.5576', 'year': '2010', 'ager': '7', 'direl': '2', 'ethnic1R': '1', 'gender': '1', 'hincome': '88', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '2', 'msa': '3', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '1', 'race1R': '1', 'region': '1', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
265,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3742.5576', 'year': '2010', 'ager': '7', 'direl': '2', 'ethnic1R': '1', 'gender': '1', 'hincome': '88', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '2', 'msa': '3', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '1', 'race1R': '1', 'region': '1', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
266,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '4483.532', 'year': '2010', 'ager': '4', 'direl': '4', 'ethnic1R': '4', 'gender': '1', 'hincome': '88', 'hispanic': '1', 'injury': '1', 'locationr': '3', 'marital2': '2', 'msa': '1', 'newcrime': '1', 'newoff': '2', 'notify': '2', 'popsize': '3', 'race1R': '1', 'region': '2', 'seriousviolent': '1', 'treatment': '1', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
267,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3550.923', 'year': '2010', 'ager': '6', 'direl': '1', 'ethnic1R': '3', 'gender': '2', 'hincome': '88', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '5', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '3', 'region': '1', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
268,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3457.1592', 'year': '2010', 'ager': '2', 'direl': '4', 'ethnic1R': '2', 'gender': '2', 'hincome': '6', 'hispanic': '2', 'injury': '1', 'locationr': '3', 'marital2': '1', 'msa': '1', 'newcrime': '1', 'newoff': '4', 'notify': '3', 'popsize': '5', 'race1R': '2', 'region': '1', 'seriousviolent': '2', 'treatment': '1', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
269,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3453.5278', 'year': '2010', 'ager': '1', 'direl': '3', 'ethnic1R': '1', 'gender': '2', 'hincome': '7', 'hispanic': '2', 'injury': '0', 'locationr': '4', 'marital2': '1', 'msa': '1', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '2', 'race1R': '1', 'region': '1', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
270,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3453.5278', 'year': '2010', 'ager': '1', 'direl': '3', 'ethnic1R': '1', 'gender': '2', 'hincome': '7', 'hispanic': '2', 'injury': '0', 'locationr': '4', 'marital2': '1', 'msa': '1', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '2', 'race1R': '1', 'region': '1', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
271,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3996.4307', 'year': '2010', 'ager': '4', 'direl': '1', 'ethnic1R': '1', 'gender': '1', 'hincome': '2', 'hispanic': '2', 'injury': '1', 'locationr': '1', 'marital2': '1', 'msa': '3', 'newcrime': '1', 'newoff': '3', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '3', 'seriousviolent': '1', 'treatment': '2', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
272,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2908.9329', 'year': '2010', 'ager': '5', 'direl': '3', 'ethnic1R': '1', 'gender': '2', 'hincome': '5', 'hispanic': '2', 'injury': '0', 'locationr': '5', 'marital2': '2', 'msa': '1', 'newcrime': '1', 'newoff': '3', 'notify': '1', 'popsize': '2', 'race1R': '1', 'region': '4', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '2', 'weapcat': '3', 'weapon': '1'}"
273,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3023.5166', 'year': '2010', 'ager': '7', 'direl': '4', 'ethnic1R': '4', 'gender': '2', 'hincome': '88', 'hispanic': '1', 'injury': '0', 'locationr': '2', 'marital2': '2', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '1', 'race1R': '1', 'region': '4', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
274,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '5282.2188', 'year': '2010', 'ager': '5', 'direl': '4', 'ethnic1R': '1', 'gender': '1', 'hincome': '7', 'hispanic': '2', 'injury': '0', 'locationr': '3', 'marital2': '1', 'msa': '1', 'newcrime': '1', 'newoff': '3', 'notify': '1', 'popsize': '2', 'race1R': '1', 'region': '3', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '2', 'weapcat': '1', 'weapon': '1'}"
275,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3277.76', 'year': '2010', 'ager': '5', 'direl': '3', 'ethnic1R': '1', 'gender': '2', 'hincome': '7', 'hispanic': '2', 'injury': '0', 'locationr': '4', 'marital2': '2', 'msa': '1', 'newcrime': '1', 'newoff': '1', 'notify': '1', 'popsize': '4', 'race1R': '1', 'region': '4', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
276,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '2884.3699', 'year': '2010', 'ager': '7', 'direl': '3', 'ethnic1R': '3', 'gender': '2', 'hincome': '88', 'hispanic': '2', 'injury': '0', 'locationr': '3', 'marital2': '2', 'msa': '3', 'newcrime': '1', 'newoff': '3', 'notify': '2', 'popsize': '0', 'race1R': '3', 'region': '4', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '2', 'weapcat': '3', 'weapon': '1'}"
277,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3652.7358', 'year': '2010', 'ager': '5', 'direl': '3', 'ethnic1R': '1', 'gender': '2', 'hincome': '3', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '2', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '1', 'race1R': '1', 'region': '4', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
278,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3652.7358', 'year': '2010', 'ager': '5', 'direl': '3', 'ethnic1R': '1', 'gender': '2', 'hincome': '3', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '2', 'msa': '2', 'newcrime': '1', 'newoff': '4', 'notify': '2', 'popsize': '1', 'race1R': '1', 'region': '4', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
279,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3124.2644', 'year': '2010', 'ager': '7', 'direl': '3', 'ethnic1R': '1', 'gender': '1', 'hincome': '88', 'hispanic': '2', 'injury': '0', 'locationr': '1', 'marital2': '4', 'msa': '1', 'newcrime': '1', 'newoff': '4', 'notify': '1', 'popsize': '5', 'race1R': '1', 'region': '4', 'seriousviolent': '2', 'treatment': '0', 'vicservices': '2', 'weapcat': '0', 'weapon': '2'}"
280,"The National Crime Victimization Survey (NCVS) RESTful API is a web service that provides data on violent and property victimization by select victim, household, and incident characteristics. The NCVS is the nation's primary source of information on criminal victimization. It is an annual data collection conducted by the U.S. Census Bureau for the Bureau of Justice Statistics. The NCVS collects information from a nationally representative sample of U.S. households on nonfatal crimes, reported and not reported to the police, against persons age 12 or older.",National Crime Victimization Survey (NCVS) API,"{'weight': '3560.0825', 'year': '2010', 'ager': '5', 'direl': '4', 'ethnic1R': '4', 'gender': '2', 'hincome': '88', 'hispanic': '1', 'injury': '0', 'locationr': '2', 'marital2': '1', 'msa': '1', 'newcrime': '1', 'newoff': '1', 'notify': '1', 'popsize': '5', 'race1R': '1', 'region': '4', 'seriousviolent': '1', 'treatment': '0', 'vicservices': '1', 'weapcat': '5', 'weapon': '3'}"
